5413.58,14011.36,12.34,44.424
5413.61,14012.51,11.93,42.948
5413.64,14013.63,11.59,41.724
5413.67,14014.71,11.28,40.608
5413.69,14015.78,11.02,39.672
5413.72,14016.8,10.68,38.448
5413.74,14017.8,10.3,37.08
5413.77,14018.76,10.02,36.072
5413.74,14019.69,9.66,34.776
5413.71,14020.59,9.33,33.588
5413.69,14021.47,9.11,32.796
5413.66,14022.31,8.78,31.608
5413.63,14023.13,8.47,30.492
5413.61,14023.92,8.17,29.412
5413.59,14024.66,7.78,28.008
5413.56,14025.39,7.51,27.036
5413.54,14026.09,7.25,26.1
5413.52,14026.76,7.01,25.236
5413.5,14027.4,6.65,23.94
5413.48,14028.02,6.39,23.004
5413.46,14028.61,6.15,22.14
5413.44,14029.17,5.88,21.168
5413.43,14029.71,5.59,20.124
5413.41,14030.23,5.34,19.224
5413.4,14030.72,5.12,18.432
5413.38,14031.19,4.85,17.46
5413.37,14031.63,4.64,16.704
5413.35,14032.06,4.4,15.84
5413.34,14032.46,4.15,14.94
5413.33,14032.84,3.95,14.22
5413.32,14033.2,3.72,13.392
5413.31,14033.53,3.49,12.564
5413.3,14033.85,3.31,11.916
5413.29,14034.19,3.57,12.852
5413.28,14034.56,3.83,13.788
5413.26,14034.96,4.09,14.724
5413.25,14035.38,4.35,15.66
5413.24,14035.82,4.61,16.596
5413.22,14036.29,4.87,17.532
5413.21,14036.79,5.13,18.468
5413.19,14037.3,5.39,19.404
5413.17,14037.85,5.65,20.34
5416.76,14040.99,5.88,21.168
5417.33,14040.97,6.09,21.924
5417.93,14040.94,6.25,22.5
5418.53,14040.92,6.44,23.184
5419.16,14040.89,6.59,23.724
5419.81,14040.86,6.83,24.588
5420.47,14040.83,7.04,25.344
5421.16,14040.8,7.26,26.136
5421.86,14040.77,7.44,26.784
5422.58,14040.74,7.61,27.396
5423.32,14040.71,7.76,27.936
5424.07,14040.68,7.89,28.404
5424.83,14040.65,8.11,29.196
5425.62,14040.62,8.33,29.988
5426.44,14040.58,8.59,30.924
5427.27,14040.55,8.76,31.536
5428.11,14040.51,8.92,32.112
5428.98,14040.48,9.15,32.94
5429.86,14040.44,9.32,33.552
5430.76,14040.4,9.49,34.164
5431.68,14040.36,9.7,34.92
5432.61,14040.32,9.86,35.496
5433.56,14040.28,10,36
5434.52,14040.24,10.16,36.576
5435.49,14040.2,10.29,37.044
5436.49,14040.16,10.54,37.944
5437.51,14040.12,10.71,38.556
5438.54,14040.07,10.94,39.384
5439.59,14040.03,11.12,40.032
5440.67,14039.98,11.35,40.86
5441.76,14039.94,11.55,41.58
5442.87,14039.89,11.7,42.12
5444,14039.84,11.94,42.984
5445.15,14039.79,12.16,43.776
5446.32,14039.75,12.33,44.388
5447.5,14039.7,12.48,44.928
5448.71,14039.64,12.73,45.828
5449.93,14039.59,12.91,46.476
5451.16,14039.54,13.05,46.98
5452.42,14039.49,13.31,47.916
5453.7,14039.43,13.45,48.42
5454.98,14039.38,13.61,48.996
5456.3,14039.33,13.87,49.932
5457.63,14039.27,14.11,50.796
5458.98,14039.21,14.26,51.336
5460.35,14039.15,14.39,51.804
5461.73,14039.1,14.62,52.632
5463.12,14039.04,14.71,52.956
5464.51,14038.98,14.68,52.848
5465.9,14038.92,14.65,52.74
5467.29,14038.86,14.66,52.776
5468.67,14038.8,14.65,52.74
5470.06,14038.75,14.65,52.74
5471.45,14038.69,14.72,52.992
5472.84,14038.63,14.67,52.812
5474.23,14038.57,14.66,52.776
5475.62,14038.51,14.63,52.668
5477.01,14038.45,14.69,52.884
5478.39,14038.39,14.6,52.56
5479.78,14038.34,14.63,52.668
5481.16,14038.28,14.64,52.704
5482.55,14038.22,14.62,52.632
5483.93,14038.16,14.6,52.56
5485.31,14038.1,14.61,52.596
5486.7,14038.04,14.67,52.812
5488.09,14037.99,14.69,52.884
5489.49,14037.93,14.71,52.956
5490.87,14037.87,14.63,52.668
5492.26,14037.81,14.63,52.668
5493.65,14037.75,14.68,52.848
5495.03,14037.69,14.66,52.776
5496.42,14037.64,14.63,52.668
5497.81,14037.58,14.72,52.992
5499.2,14037.51,14.62,52.632
5500.59,14037.44,14.72,52.992
